account,name,part_number,manufacturer,description,list_price,list_price_unit,is_taxable,is_package
1,4X5X30 Green Glow Wire Flag,4530GG,Presco,,6.07,,1,0
1,4x5x30 Orange Glow Wire Flag,4530OG,Presco,,6.07,,1,0
1,4x5x30 Pink Glow Wire Flag,4530PG,Presco,,6.07,,1,0
1,4x5x30 Red Glow Wire Flag,4530RG,Presco,,6.07,,1,0
1,4x5x30 White Wire Flag,4530W,Presco,,6.07,,1,0
1,4x5x30 Yellow Wire Flag,4530Y,Presco,,6.07,,1,0
1,5.5' Battery Cable,400-1-065,Trimble,,0,,1,0
1,"5/8"" Permanent Mount Ref Mount",71101-00,Trimble,,127.421,,1,0
1,"5/8""x11 Adapter w/ 7.5"" Rod",9-09097,AGL,,129.5,,1,0
1,5600 Autolock Accessory Kit,SLSU-0002US,Trimble,Includes: RMT 606 w/Soft Case,0,,1,0
1,5600 Control Unit-No SW,P71560500,Trimble,,520,,1,0
1,5600 Robotic Accessory Kit,SLSU-0004US,Trimble,"Includes: RMT 606 360 degree prism, data collector bracket, 4 Batteries, Mutli-Battery Holder, 4 charging cables, Super Charger w/Power Supply, Single Charger w/Power Supply, Power Rod w/Battery",0,,1,0
1,5600 Single Charger Kit,P71560300115S,Trimble,"Includes: Single Charger w/Power Supply, Battery & Charging Cable",196,,1,0
1,5600 Super Charger Kit,P71560350115,Trimble,"Includes: 3 Batteries, Multi Battery Holder, 4 Charging Cables, Super Charger w/Power Supply, & Case",773.5,,1,0
1,5600/600 Robotic TS Ext. Warranty,EW5600R,,Includes coverage of Georadio and RMT.,924,,1,0
1,"5603 (3"") 2.4 GHz RTS Only",56037430021,Trimble,"5603 3"" Trimble Robotic Total Station, with 2.4 GHz External Radio, Hirose to Hirose, Rain Cover, and Case",18165,,1,0
1,"5603 (3"") Autolock Total Station",560374100,Trimble,,0,,1,0
1,"5603 (3"") Servo Total Station",560360100,Trimble,,0,,1,0
1,"5603 3"" Robot Kit",56037430021K,Trimble,,0,,1,0
1,5603 Bundle with Survey Controller,SLSU-100US,Trimble,,0,,1,0
1,5603 Bundle with Survey Controller,SLSU-100USK,Trimble,,0,,1,0
1,5603 Bundle with Survey Pro,SLSU-101US,Trimble,,22400,,1,0
1,5603 Bundle with Survey Pro,SLSU-101USK,Trimble,,0,,1,0
1,5603 Robot Only **DO NOT USE**,571243003,Trimble,Part Number not to be used by sales people.,12000,,1,0
1,5603 Robot/TSC2 SC Package,SLSU-104US,Trimble,"5603 3"" Robotic Total Station w/2.4 GHz External radio, TSC2 Data Collector with Survey Controller Software, Pole Bracket, RMT 606, Power Stick w/Battery, 4 Batteries, 5 Charging Cables, Super Charger w/Power Supply, Single Charger, w/Power Supply, Hirose to 9-pin Data Cable, Hirose to Hirose Power Cable",20332,,1,0
1,5603 Robot/TSC2 SC Package,SLSU-104USK,Trimble,,0,,1,0
1,"5605 5"" Servo Total Station, DR200",560560100,Trimble,,0,,1,0
1,5605 w/LM80 Layout Manager & RMT,LM80R-5605-606,Trimble,,18865,,1,0
1,5700 1 Year Extended Warranty,EW5700,,,665,,1,0
1,5700 1 Year FW Extended Warranty,EW5700-FW-YR,,,280,,1,0
1,5700 Base Kit 410-420MHz,57100-91-42,Trimble,,0,,1,0
1,5700 Base Kit w/Internal Radio,57100-01-46K,Trimble,,0,,1,0
1,"5700 Base Kit, No Internal Radio",57100-00,Trimble,,0,,1,0
1,"5700 Base Kit, RTK/PP SW",57100-91-46,Trimble,"w/ Internal Radio 450-470 Mhz, includes battery and download kit",0,,1,0
1,5700 Base Unit w/Int. Radio 450-470,57100-01-46,Trimble,,0,,1,0
1,5700 Bracket for Range Pole,43542-00,Trimble,,66.64,,1,0
1,5700 CORS w/GPSBase SW & Zephyr Geo,57015-00,Trimble,,0,,1,0
1,5700 Receiver Only w/Internal Radio,40406-46,Trimble,,9003.413,,1,0
1,5700 Receiver w/ Int. Radio 430-450,57005-01-46,Trimble,,0,,1,0
1,5700 RTK Base Kit,57100-90K,Trimble,,0,,1,0
1,5700 RTK Base Kit - No Radio,57100-90,Trimble,No Radio,0,,1,0
1,5700 RTK Rover Kit 410-420MHz,57001-51-42,Trimble,,0,,1,0
1,5700 RTK Rover Kit 450-470Mhz,57001-51-46,Trimble,,0,,1,0
1,5800 1 Year Extended Warranty,EW5800,,,721,,1,0
1,5800 1 Year FW Extended Warranty,EW5800-FW-YR,,,280,,1,0
1,5800 Base & Rover Package w/TSC2 SC,SLSU-5800BASERVR-1,Trimble,,0,,1,0
1,5800 Base & Rover Package w/TSC2 SC,SLSU-5800BASERVR-1K,Trimble,,0,,1,0
1,5800 Base Data/Power Y Cable,70012-00,Trimble,,221.25,,1,0
1,5800 Rover Kit - No Radio w/TSC2,SLSU-5800RVR-1,Trimble,,0,,1,0
1,5800 Rover w/ 450-470Mhz Radio,SLSU-5800RVR-2,Trimble,Includes: TSC2 w/ Survey Controller,0,,1,0
1,5800 RTK Base Kit - No Radio,58100-90,Trimble,"Includes: 6 Ah Power & Download Kit, Whip Antenna, & Case",0,,1,0
1,5800 RTK Base Kit 450-470 MHz,58100-91-46,Trimble,"Includes: 5800 Receiver (450-470MHz), 6 Ah Battery w/Charger, 6"" Whip Antenna 425-475MHz, 9-pin to 9-pin Cable, Dual Battery Charger w/Power Supply, 2 Batteries & Case",13650,,1,0
1,5800 RTK Rover Kit 410-420MHz,58001-51-42,Trimble,"Includes: 5800 Receiver (410-420MHz), 6"" Whip Antenna 425-475MHz, 9-pin to 9-pin Cable, Dual Battery Cherger w/Power Supply, 2 Batteries & Case",0,,1,0
1,5800 RTK Rover Kit 450-470MHz,58001-51-46,Trimble,"Includes: 5800 Receiver (450-470MHz), 6"" Whip Antenna 425-475MHz, 9-pin to 9-pin Cable, Dual Battery Charger w/Power Supply, 2 Batteries & Case",13020,,1,0
1,5800 RTK Rover w/No internal radio,58001-50,Trimble,"Includes: 5800 Receiver, 9-pin to 9-pin Cable, Dual Battery Charger w/Power Supply, 2 Batteries & Case",0,,1,0
1,"5800/R8 ""Y"" Cable",50012,WSC,,179,,1,0
1,5800/R8 Battery Door,45380-00,Trimble,,69.42,,1,0
1,5800LTD Base/Rover w/Recon SP,58000-92-46,Trimble,"Includes: Bluetooth Card for Recon, Dual Batteries Chargers and Power Supplies",0,,1,0
1,5DB 410-430Mhz PDL Whip Antenna,51871-10-30,Trimble,,0,,1,0
1,5lb Box Stake Tacks,20-750B,CST,,28.8,,1,0
1,6 1/2' Gammon Reel,812450,Sokkia,,8.45,,1,0
1,6 Ah Cowbell Battery w/Charger,34106-00,Trimble,,408.75,,1,0
1,6 Cond. Fused Power Cable,0395-9130-060,Trimble,,81,,1,0
1,6 ft USB cable,RGR-CUSBCBL,Trimble,,17.5,,1,0
1,6 Pack Magnetic Targets,1176-6,Trimble,,39,,1,0
1,6 Pin 90 Deg. To 6 Soc Cable,0312-0990,Trimble,,130,,1,0
1,6 Soc 90 to 6 Pin St. Sensor Cable,0793-0210-075,Trimble,,126.7,,1,0
1,6.1M GCS Batt & IGN Pwr. Cable,54486-61,Trimble,,269.5,,1,0
1,6.5' Tripod Leg Set,302612-03,Trimble,,237.25,,1,0
1,6.5M Remote Toggle for CB52/CB30,010998-20,Trimble,,100.1,,1,0
1,6' Cutting Edge,2000-00225,,,0,,1,0
1,6' Data/Power Cable,43238-00,Trimble,,136.5,,1,0
1,6' DB9 to Lemo/Power Cable,32345M,WSC,,85,,1,0
1,6' Dual Courtmaster (Pull Type),PTCM6,LLI,"Standard Features Include: Dual Pull Type with Detachable Tongue, End Plate 19 inches tall X 24 inches deep, Split Walking Beam Rear Axle with 4 tires, Tires - 18.5 X 8.0, 1/2 inch Steel Construction, 2 1/2 X 4 inch (2) Hydraulic Cylinders, Mast Mounts (2) for Laser Receivers, Solenoid Valve (2) Mounting Plates",0,,1,0
1,6' Ethernet Power Cable,KTL-006XC,,,78,,1,0
1,6' WS MS750 Data/Power Cable,43238M,WSC,,145,,1,0
1,"6"" Hubs (100ct)",6HUB,,,22,,1,0
1,"6"" Snap In Pipe Target",726,,,28.6,,1,0
1,"6"" Whip Antenna for 395-445 Radio",44085-42,Trimble,,42.08,,1,0
1,"6"" Whip Antenna for 450-470 Radio",44085-46,Trimble,,42.08,,1,0
1,"6""-12"" Small Target Insert",702-01,,,8,,1,0
1,"6""-7.5"" 2x K&E Hand Level",17-632,CST,,39,,1,0
1,"6""-8"" Hand Level 2X Magnifying",17-631,CST,,31.5,,1,0
1,6700 Auto Charger,725944,Leica,,101.5,,1,0
1,6Ah Cowbell Battery w/Download Kit,34106-50,Trimble,,503.2,,1,0
1,6V/ 1.5 Ah Battery Pack 3300 Series,7.03E+12,Trimble,,49,,1,0
1,7 pin (PA) to 6 soc Coil Cable,0312-0970,Trimble,,136.5,,1,0
1,7.6m Lemo to Lemo Cable,31288-08,Trimble,,166.6,,1,0
1,7' Cutting Edge,2000-00250,,,0,,1,0
1,7' Dual CourtMaster (Pull type),PTCM7,LLI,"Standard Features Include: Dual Pull Type with Detachable Tongue, End Plate 19 inches tall X 24 inches deep, Split Walking Beam Rear Axle with 4 tires, Tires - 18.5 x 8.0, 1/2 inch Steel Construction, 2 1/2 x 4 inch (2) Hydraulic Cylinders, Mast Mounts (2) for Laser Receivers, Solenoid Valve (2) Mounting Plates",0,,1,0
1,70mm Prism Height Adapter,2090-19,Seco,,14.21,,1,0
1,"71"" Elevating Aluminum Tripod",5321-16-BLK,Seco,,97.98,,1,0
1,77mm Topcon Prism Adapter,2090-01,Seco,,10.17,,1,0
1,7P Lemo (SPS985) to USB Cable,80751-HH,Trimble,,54,,1,0
1,"8 lb. Sledge Hammer - 34"" Handle",2DBT9,Grainger,,45,,1,0
1,8 x 4 Field Book,E648X4,Elan,,3.94,,1,0
1,8.3m AS450 Exc. Bucket Y- Cable,58481-83,Trimble,8.3m,336,,1,0
1,8' Alumilite Prism pole,90276,Crain,,84.36,,1,0
1,8' Composite Prism Pole,90280,Crain,,108.78,,1,0
1,8' Cutting Edge,2000-00275,,,0,,1,0
1,8' Dual CourtMaster (Pull Type),PTCM8,LLI,,0,,1,0
1,8' Range Pole,5140-00-WOR,Seco,,41.21,,1,0
1,8' tripod leg set,302612-04,Trimble,,250.25,,1,0
1,"8"" Hubs (50ct Bag)",8HUB,,,11.5,,1,0
1,"8"" Rubber Whip Antenna 900Mhz",32319,Trimble,,24.5,,1,0
1,"8"" Self Centering Foot for 6700",725916,,,17.2,,1,0
1,"8"" Snap In Pipe Target",728,,,29.9,,1,0
1,9.1m Boom Cable for AS300,52142-91,Trimble,9.1m,217,,1,0
1,900 Mhz Rubber Ducky Antenna,46540,Trimble,,51.82,,1,0
1,900Mhz Radio Antenna Kit,56500-90K,Trimble,,0,,1,0
1,AC Power Module with 3Pin Connector,38483,Trimble,,112.5,,1,0
1,AC/DC Dual Battery Charger - Empire,MCH-1821DP,,Includes: Cig. Lighter Adapter,69.95,,1,0
1,Access Road Option License,SA-ROADS-01,Trimble,,1000,,1,0
1,"Accessory - SPSx50, Pole Mount Kit",56500-10,Trimble,,105,,1,0
1,Accugrade 3D Automatics Option Key,92040-80,Trimble,,10465,,1,0
1,Accugrade 3D Indicate Option Key,92040-75,Trimble,,8225,,1,0
1,Accugrade AS400 Angle Sensor,74401,Trimble,,945,,1,0
1,Accugrade CB450 Control Box,90450-50,Trimble,,1400,,1,0
1,Accugrade CB460 w/Software,90460-50,Trimble,,4725,,1,0
1,Accugrade Dual Mast Install Kit,84703-10,Trimble,,2520,,1,0
1,Accugrade Dual MS992 Cab Kit,69922-25,Trimble,"Includes: CD700 Control Box, MS992 Mast Receiver qty. 2, LB400 Lightbar qty. 3",30450,,1,0
1,Accugrade Dual MS992 Receiver Set,69601-42,Trimble,,17780,,1,0
1,Accugrade HEX AS450/AS460 Kit,84706-10,Trimble,,0,,1,0
1,Accugrade Medium Hex Mast,317-3185,Trimble,,1000,,1,0
1,Accugrade MS992 Receiver w/bracket,56992-10,Trimble,,0,,1,0
1,Accugrade MT900 Machine Target Kit,69601-60,Trimble,,0,,1,0
1,Accugrade Pitch Sensor Add-On,69704-20,Trimble,,0,,1,0
1,Accugrade RS400 Rotation Sensor,79722-50,Trimble,,910,,1,0
1,Accugrade Single MS992 Receiver Kit,69601-41,Trimble,,0,,1,0
1,Accugrade Steel Mast,81069-20,Trimble,,595,,1,0
1,"ACG 311-319D, 345-390D ARO Base Kit",74110-05,Trimble,,930,,1,0
1,ACG Aluminum Fixed Mast,81069-30,Trimble,,0,,1,0
1,ACG Auto Option for CD700,69702-20,Trimble,Serial Number Required,2240,,1,0
1,ACG CAT D6T Tier 4 Base Kit v.2.1,74100-562,Trimble,Joystick must be purchased.,2060.4,,1,0
1,ACG CB460 w/3D Automatics Option,90460-50-3DAUTO,Trimble,,0,,1,0
1,ACG CB460 w/3D Indicate Option,90460-50-3DIND,Trimble,,0,,1,0
1,ACG CR2410 Machine Radio,83130-10,Trimble,,0,,1,0
1,ACG CR910 900Mhz Machine Radio,83128-10,Trimble,Does not include mount pt# 64333-00.,2450,,1,0
1,ACG D6N ARO Base Kit v.1.51,74100-241,Trimble,GSM,902.4,,1,0
1,ACG D6N ARO Base Kit v.1.51,74100-241K,Trimble,,0,,1,0
1,ACG D6N Radio Harness,323-6948,Trimble,,191.64,,1,0
1,ACG D6T ARO Base Kit v.1.51,74100-252,Trimble,,942,,1,0
1,ACG D6T ARO Base Kit v.1.51,74100-252K,Trimble,,0,,1,0
1,ACG Dozer Blade Slope Sensor Kit,69704-10,Trimble,,0,,1,0
1,ACG Dozer Mainfall Sensor Kit,69704-26,Trimble,,0,,1,0
1,ACG Dozer Pitch Sensor Kit,69704-25,Trimble,,0,,1,0
1,ACG Dual Electric Mast Kit,84703-20,Trimble,,0,,1,0
1,ACG Dual LR410 Kit,86491-05,Trimble,,0,,1,0
